Brand;Description;Final_price;Original_price;Discount;Regular_price
NESCAFE;Nescafé® Dolca Original X 170gr;$4.263,81;2x1;Llevando 2: $2131.91 c/u;Precio regular: $25.081,24 x kg
BANANITA DOLCA;Nestlé® Bananita Dolca X 14gr;$325;2x1;Llevando 2: $162.50 c/u;Precio regular: $2.321,43 x 100 gr.
SUAVECITAS;Galletas Suavecitas Chips X140 Grs;$533,89;;;Precio regular: $3.813,5 x kg
MAMA COCINA;Rebozador Para Freir Mamá Cocina 1 Kg;$1.312;;;Precio regular: $1.312 x kg
CACHAMATE;Yerba Mate Cachamate Cpalo Amarilla Fca X 1 Kg.;$1.808,71;$2.782,63;-35%;Precio regular: $2.782,63 x kg
EL BROCAL;Mermelada El Brocal Frutilla 420 Gr;$1.985,36;;;Precio regular: $4.727,05 x kg
LA MORENITA;Cafe Morenita Capsulas Ialiano X52g;$4.249;;;Precio regular: $424,90 x un
BIMBO;Pan Con Lino Bimbo X 380g;$1.809;;;Precio regular: $4.698,7 x kg
SHIVA;Shiva Imentón Ahumado X 100 G Sin Tacc;$1.112,8;;;Precio regular: $11.128 x kg
LA CAMPAGNOLA;Extracto De Tomate La Campagnola X180g;$754,8;;;Precio regular: $4.193,33 x kg
CANARIAS;Yerba Canarias Serena 500gr;$4.600,67;;;Precio regular: $9.201,34 x kg
La Providencia;Azucar La Providencia Comun Tipo A X 1kg;$1.170,4;;;Precio regular: $1.170,4 x kg
BON O BON;Bon O Bon Aguila 270 Gr;$3.805;;;Precio regular: $14.092,59 x kg
CUISINE & CO NBE MP;Don Triturado Cuisine & Co (botella);$1.337,68;;;Precio regular: $1.379,05 x kg
CADBURY;Chocolate Cadbury Tres Sueños 82g;$959,03;;;Precio regular: $11.695,49 x kg
NESTLE;Crunch® Chocolate Crujiente X 80gr;$668,76;$835,95;-20%;Precio regular: $10.449,38 x kg
LADDU BAR;Barra Laddu Bar Vegana Coco X 30g;$478;;;Precio regular: $1.593,33 x 100 gr.
CUISINE & CO NBE MP;Fideos Cabello De Angel C6c;$1.310;;;Precio regular: $2.620 x kg
VIGENTE;Garbanzos Vigente Secos Remojados X340g;$558,76;;;Precio regular: $1.643,41 x kg
BON O BON;Obleas Bon O Bon Bañadas En Chocolate Con Leche 30 Gr;$468;;;Precio regular: $1.560 x 100 gr.
Tostitos;Nachos Tostitos X129g;$1.878;;;Precio regular: $14.446,15 x kg
CUISINE & CO NBE MP;Obleas Sabor Chocolate 100gr C&co;$484;;;Precio regular: $4.840 x kg
DOS HERMANOS;Aritos De Arrroz Dos Hermanos Crema Con Cebolla 80 Gr;$650;;;Precio regular: $8.125 x kg
CUISINE & CO NBE MP;Crackers Cuisine&co X 5u;$1.383;;;Precio regular: $2.738,61 x kg
CUISINE & CO NBE MP;Palitos De Maiz Cuisine & Co 150gr;$1.154;;;Precio regular: $7.693,33 x kg
CUISINE & CO NBE MP;Sopa Instantánea Sabor Pollo 65 Gr C&co;$1.341;;;Precio regular: $20.630,77 x kg
BAGLEY;Galletas Cereales Bagley Salvado X169g;$400;;;Precio regular: $2.366,86 x kg
SALSATI;Salsa Salsati Pomarola X340g;$479;;;Precio regular: $1.408,82 x kg
TERRABUSI;Alfajor Terrabusi Chocolate Clásico 50g;$297,65;;;Precio regular: $595,3 x 100 gr.
TARAGUI;Té Verde Taragui En Saquitos 20 Saquitos;$438;;;Precio regular: $1.460 x 100 gr.
ZUCARITAS;Copos De Maiz Zucarita Kelloggs X240g;$1.257,81;;;Precio regular: $5.240,88 x kg
PAMPA GOURMET;Vinagre Manz Organico Pampa Gour 250gr;$2.740,91;;;Precio regular: $10.963,64 x kg
CELUSAL;Sal Celusal Gruesa X500gr;$371;;;Precio regular: $742 x kg
PITUSAS;Galletas Pitusas Mini Frutilla X 160 Gr;$651,05;;;Precio regular: $4.069,06 x kg
CUISINE & CO NBE MP;Obleas Sabor Limon 100gr Cuisine & Co;$484;;;Precio regular: $4.840 x kg
EQUALSWEET;Edulcorante Equalsweet Stevia 40gr;$1.230,38;;;Precio regular: $3.075,95 x 100 gr.
LA TRANQUERA;Mate Cocido La Tranquera Trad X62,5g;$716,87;;;Precio regular: $1.146,99 x kg
MAMA COCINA;Rebozador Mamá Cocina Para Horno 1 Kg;$1.650;;;Precio regular: $1.650 x kg
MENOYO;Vinagre De Vino Menoyo 500 Ml;$539;;;Precio regular: $1.078 x lt
DOS HERMANOS;Galletas De Arroz Dos Hermanos Con Sal 120 Gr;$440,29;;;Precio regular: $3.669,08 x kg
LA MORENITA;Café Morenita Intenso Saquito X110g;$1.545;;;Precio regular: $14.045,45 x kg
MOGUL;Gomitas Mogul Jelly Buttons 220g;$1.092;;;Precio regular: $4.963,64 x kg
BELDENT;Chicle Menta Beldent Infinit 26,6g;$620;;;Precio regular: $2.296,3 x 100 gr.
MAMA COCINA;Rebozador Mama Cocina Tipo Panko 400g;$842;;;Precio regular: $2.105 x kg
KINDER;Kinder Huevo Rosa 20 Gr;$570,18;;;Precio regular: $2.850,9 x 100 gr.
HILERET;Endulzante Hileret Zucra X 200 Ml;$1.482;;;Precio regular: $7.410 x lt
LASFOR;Almohaditas Lasfor Chocolate Suizo 200 Grs;$1.102,77;;;Precio regular: $5.513,85 x kg
LA TRANQUERA;Yerba la tranquera selecc especial - nm 6 x 1 kg;$3.110,07;;;Precio regular: $3.110,07 x kg
Molinos Ala;Arroz Molinos Ala Carnaroli Est 500gr;$2.078;;;Precio regular: $4.156 x kg
CABRALES;Cafe Cabrales Espressarte Deciso 55 Gr;$5.418,24;;;Precio regular: $98.513,45 x kg
GALLO;Risotto Gallo A La Española X240g;$2.496;;;Precio regular: $10.400 x kg
CUISINE & CO NBE MP;Tostadas Finas salvado 140 Gr Cuisine & Co;$1.130,93;;;Precio regular: $8.078,07 x kg
CROWIE;Barritas Arroz X 3 Unid - Marroc;$683;;;Precio regular: $5.691,67 x 100 gr.
BARILLA;Fideos Spaghettoni Barilla 500 Gr;$5.868,15;;;Precio regular: $11.736,3 x kg
COWS PURE;Ghee Manteca Clarificada Cow's Pure 300g;$4.525;;;Precio regular: $15.083,33 x kg
SUGUS;Mast.ftales.arcor 36x120g;$384;;;Precio regular: $3.200 x kg
FORMIS;Galletitas Polvorita Chocolate-vainilla 81g;$260;;;Precio regular: $3.209,88 x kg
CUISINE&CO NBE;Miel De Abejas Cuisine&co 500gr;$1.872,97;;;Precio regular: $3.745,94 x kg
BON O BON;Alfajor Bon O Bon Mini 117 Grs;$1.203;;;Precio regular: $10.282,05 x kg
ARCOR;Mermelada Arcor Light Frasco Fruti X390g;$1.617;;;Precio regular: $4.146,15 x kg
JORGITO;Alfajores Mini Negros Con Mousse Jorgito 128 Gr;$1.359,06;;;Precio regular: $10.617,66 x kg
CUISINE & CO NBE MP;Budin Sabor Vainilla Con Chips 170gr C&co;$535,39;$892,32;-40%;Precio regular: $5.248,94 x kg
OLIOVITA;Aceite De Oliva Oliovita Clásico 500 Ml;$6.955,75;;;Precio regular: $13.911,5 x lt
LA CAMPAGNOLA;Salsa Barbacoa La Campagnola;$535;;;Precio regular: $2.140 x kg
VERDEFLOR;Yerba Mate Verdeflor Con Palo X 1 Kg-paq-kg-1;$1.699,65;$2.614,85;-35%;Precio regular: $2.614,85 x kg
TARAGUI;Mate Cocido Taragui S/e F.diamantado10x25x3gr;$569,79;;;Precio regular: $7.597,2 x kg
LA CAMPAGNOLA;Mermelada La Campagnola Selección Frutilla X390g;$1.943;;;Precio regular: $4.982,05 x kg
EL BROCAL;Mermelada El Brocal X420gr;$3.118,96;;;Precio regular: $7.426,1 x kg
BARILLA;Fideos Bavette Barilla 500 Gr;$5.868,15;;;Precio regular: $11.736,3 x kg
Crisppino;Galletitas Snack Crisppino Mini Queso 50 Gr;$401,77;;;Precio regular: $803,54 x 100 gr.
MAIZENA;Almidon De Maiz Maizena Sin Tacc X200g;$499;;;Precio regular: $2.268,18 x kg
BANANITA DOLCA;Nestlé® Bananita Dolca X 30gr;$578;2x1;Llevando 2: $289.00 c/u;Precio regular: $1.926,67 x 100 gr.
BON O BON;Pasta De Mani Bon O Bon 290gr;$1.517;;;Precio regular: $5.231,03 x kg
NESFIT;Cereal Nesfit® X 220gr;$1.072,74;;;Precio regular: $4.876,09 x kg
MOGUL;Gomitas Mogul Frutales 50g;$321;;;Precio regular: $642 x 100 gr.
ARCOR;Salsa Arcor Bolognesa X340g;$466;;;Precio regular: $1.370,59 x kg
VIZZIO;Almendras Vizzio Con Chocolate X72 Grs;$1.696;;;Precio regular: $23.555,56 x kg
ARCOR;Chupetines Mr. Pops Frutal 125 Gr;$473;;;Precio regular: $3.784 x kg
ROSAMONTE;Yerba Mate Rosamonte Con Palo Suave 1 Kg;$2.695,16;;;Precio regular: $2.695,16 x kg
CUISINE & CO NBE MP;Leche En Polvo Descremada C & C 400gr;$2.401,82;;;Precio regular: $6.004,55 x kg
HILERET;Endulzante Hileret Sweet X 400 Ml;$1.954,16;;;Precio regular: $4.885,4 x lt
KNORR;Salsa Para Pizza Knorr 340 G;$473;;;Precio regular: $1.391,18 x kg
MORIXE;Bizcochuelo Morixe Vainilla 540 Gr;$806;;;Precio regular: $1.492,59 x kg
BIMBO;Vainillas Bimbo X 6u;$379;;;Precio regular: $5.053,33 x kg
9 DE ORO;Cookies 9 De Oro Chips Colores 120gr;$397;;;Precio regular: $3.308,33 x kg
WAKAS;Pasta Multicereal Wakas Con Chia 250gr;$1.683;;;Precio regular: $6.732 x kg
KNORR;Bolsas Para Horno Knorr Cebolla Y Ajo 21g;$420;;;Precio regular: $2.000 x 100 gr.
BARILOCHE;Turron Bariloche Mani Con Miel Blando Tableta 120 Gr;$805;2x1;Llevando 2: $402.50 c/u;Precio regular: $8.050 x kg
CROWIE;Barrita De Arroz Crowie Chocolate Blanco 3 U;$683;;;Precio regular: $5.691,67 x 100 gr.
PITUSAS;Galletitas Pitusas Mini Black X130g;$618,34;;;Precio regular: $4.756,46 x kg
ROMANCE;Yerba Mate Romance Con Palo Original X1kg;$3.100;;;Precio regular: $3.100 x kg
9 DE ORO;Galletas Rellenas 9 De Galleta 9 De Oro Chocolate Rellena Chocolate X120gr;$357;;;Precio regular: $2.975 x kg
CRIOLLITAS;Tostadas Crio Arroz 110g;$924;;;Precio regular: $8.400 x kg
KINDER;Huevo Kinder Joy T2 Box Cr Lei 40g;$1.184,27;;;Precio regular: $2.960,68 x 100 gr.
LA TRANQUERA;Mate Cocido La Tranquera Trad X125g;$1.362,13;;;Precio regular: $10.897,04 x kg
TARAGUI;Té Taragui Diamantado 25 Saq;$397,87;;;Precio regular: $795,74 x 100 gr.
ALICANTE;Oregano Alicante St X25gr;$721;;;Precio regular: $2.884 x 100 gr.
OLIOVITA;Aceite De Oliva Oliovita Clásico 250 Ml;$4.946,28;;;Precio regular: $19.785,12 x lt
KRACH-ITOS;Chizitos Krach-itos Sabor Queso X170g;$1.345;;;Precio regular: $7.911,76 x kg
ALICANTE;Azafran Alicante St 2/2dg;$2.392;;;Precio regular: $1196 x un
STANI;Palitos De La Selva 660gr;$5.139,94;;;Precio regular: $7.787,79 x kg
9 DE ORO;Galleta 9 De Oro Chocolate Rellena Limon X 120 Gr;$357;;;Precio regular: $2.975 x kg
Crisppino;Galletitas Snack Crisppino Mini Crema Y Ciboulette 50 Gr;$401,77;;;Precio regular: $803,54 x 100 gr.
GALLO;Arroz Preparado Gallo Verdeo X240gr;$617;;;Precio regular: $2.570,83 x kg
9 DE ORO;Bizcochos 9 De Oro Light 170 Gr;$1.037;;;Precio regular: $6.100 x kg
AMANDA;Yerba Mate Amanada Serranas X500gg;$1.152;;;Precio regular: $2.304 x kg
9 DE ORO;Galleta 9 De Oro Vainilla Relleno Limon X120gr;$396;;;Precio regular: $3.300 x kg
SERENATA;Turrón De Maní Serenata - 70 Gr;$229;2x1;Llevando 2: $114.50 c/u;Precio regular: $3.271,43 x kg
MAGGI;Pure De Papas Maggi Cremoso Orig X125g;$963,04;;;Precio regular: $7.704,32 x kg
BARILOCHE;Mani Con Chocolate Bariloche Bolsa 120 Gr.;$1.322;2x1;Llevando 2: $661.00 c/u;Precio regular: $11.016,67 x kg
CUISINE & CO NBE MP;Yerba Mate Cuisine & Co 1 Kg;$2.544,81;;;Precio regular: $2.544,81 x kg
CACHAFAZ;Alfajores De Chocolate Con Leche Cachafaz Relleno 294 Gr 6 U;$5.864;;;Precio regular: $19.945,58 x kg
CUISINE & CO NBE MP;Leche En Polvo Entera Cuisine&co;$2.401,82;;;Precio regular: $6.004,55 x kg
NESCAFE;Nescafe Dolca Chocomocha X125g;$1.098,99;;;Precio regular: $8.791,92 x kg
KRACH-ITOS;Papas Krach-itos Tradicionales X115g;$1.331;;;Precio regular: $11.573,91 x kg
LA CAMPAGNOLA;Mermelada La Campagnola B.c +f Damasco X390g;$1.201;;;Precio regular: $3.079,49 x kg
EXQUISITA;Bizcochuelo Exquisita Vainilla Ft X540g;$2.152;;;Precio regular: $3.985,19 x kg
LA ESPAÑOLA;Aceite De Oliva La Española Extra Virgen 250 Ml;$6.136;;;Precio regular: $24.544 x lt
MANTECOL;Postre Mantecol Marmolado 111g;$1.528;;;Precio regular: $13.765,77 x kg
ARCOR;Mermelada Arcor Light +f Naranja X390g;$946;;;Precio regular: $2.425,64 x kg
AZAIT;Aceite De Oliva Azait 250 Ml;$3.056,38;;;Precio regular: $12.225,52 x lt
DOS HERMANOS;Arroz Dos Hermanos Yamani;$2.010,85;;;Precio regular: $4.021,7 x kg
PITUSAS;Galletas Pitusas Mini Vainilla X 160 Gr;$651,05;;;Precio regular: $4.069,06 x kg
HILERET;Endulzante Hileret Stevia X 100 Sobrecitos;$2.490,05;;;Precio regular: $31.125,63 x kg
AGUILA;Alfajor Aguila Minitorta Blanco X69g;$603;;;Precio regular: $873,91 x kg
WAKAS;Pasta Multicereal Wakas 250 Gr;$1.683;;;Precio regular: $6.732 x kg
ALICANTE;Canela Alicante St X25g;$864;;;Precio regular: $3.456 x 100 gr.
CUISINE & CO NBE MP;Miss Hojaldre - Larguitas Cuisine & Co;$649;;;Precio regular: $4.326,67 x kg
LASFOR;Almohaditas Lasfor Avellana 200 Grs;$1.102,77;;;Precio regular: $5.513,85 x kg
9 DE ORO;Budin 9 De Oro Marmolado 170gr;$431,4;$719;-40%;Precio regular: $4.229,41 x kg
CACHAMAI;Té Cachamai Hierbas Digestivas En Saquitos X 20 Un;$423,56;;;Precio regular: $1.411,87 x 100 gr.
COCINERO;Aceite Oliva Cocinero Extra Virgen Suave 500ml;$8.322;;;Precio regular: $16.644 x lt
CANARIAS;Yerba Canarias Serena 1kg;$8.387,04;;;Precio regular: $8.387,04 x kg
MANI KING;Mani King Chef Sabor Crema Y Cebolla X80gr;Llevando 2: $NaN c/u;;;Precio regular: $5.896,63 x kg
LA VIRGINIA;Te La Virginia Naturalidad Intacta X25s;$345;;;Precio regular: $13,80 x un
BONAFIDE;Café Bonafide Molido Sensaciones 250 Gr;$1.520,93;;;Precio regular: $6.083,72 x kg
HELLMANN´S;Mayonesa Hellmanns Tipo Casera X445g;$1.068;;;Precio regular: $2.136 x kg
CUISINE & CO NBE MP;Choclo cuisine&co 170gr;$1.012;;;Precio regular: $5.952,94 x kg
ALICANTE;Comino Alicante St X25g;$624;;;Precio regular: $2.496 x 100 gr.
VALENTE;Vainillas Valente X 12u;$612;;;Precio regular: $4.135,14 x kg
TARAGUI;Té Taragui Frutas Rojas 20 Saquitos;$693,35;;;Precio regular: $1.733,38 x 100 gr.
INTEGRA;Barra Integra Avena Banana 40g;$561;;;Precio regular: $1.402,5 x 100 gr.
KHUNE;Pepinos Gherkins Kuhne 670gr;$5.512;;;Precio regular: $8.226,87 x kg
GIACOMO;Capelettini Giacomo Queso Jamon 500g;$1.822;;;Precio regular: $3.644 x kg
GALLO;Arroz Integral Organico 500grs.;$1.235,49;;;Precio regular: $2.470,98 x kg
NUTELLA;Nutella 140gr;$904,34;;;Precio regular: $6.459,57 x kg
MILKA;Chocolate Con Almendras Milka 155g;$2.428;;;Precio regular: $15.664,52 x kg
HILERET;Endulzante Hileret Stevia X 50 Sobrecitos;$1.434,44;;;Precio regular: $3.586,1 x 100 gr.
CRIOLLITAS;Tostadas Criollitas Sin Sal 195gr;$698;;;Precio regular: $3.579,49 x kg
CUISINE & CO NBE MP;Bolitas De Chocolate 200gr Cuisine&co  s/tacc;$803,71;;;Precio regular: $4.018,55 x kg
MOGUL;Gomitas Mogul Eucaliptus 220g;$1.092;;;Precio regular: $4.963,64 x kg
CACHAFAZ;Galletitas Cachafaz;$803;;;Precio regular: $4.723,53 x kg
INALPA;Lentejas Inalpa Secas X300g;$555,91;;;Precio regular: $1.853,03 x kg
EXQUISITA;Budín Exquisita Vainilla X300g;$900;;;Precio regular: $3.000 x kg
ARCOR;Surtido Arcor Seleccion 247g;$3.760;;;Precio regular: $15.222,67 x kg
9 DE ORO;Galletas 9 De Oro Anillitos Chocolate 120 Gr;$178;;;Precio regular: $1.483,33 x kg
ROYAL;Mousse Royal Chocolate 65g;$380;;;Precio regular: $5.846,15 x kg
CHOCOARROZ;Alfajor Chocoarroz Marroc 22g;$520;;;Precio regular: $2.363,64 x 100 gr.
LAVAZZA;Café Molido Lavazza Crema E Gusto X250gr;$6.621,54;;;Precio regular: $26.486,16 x kg
GALLO;Oblea De Arroz Gallo Snacks 6u;$2.265;;;Precio regular: $377,50 x un
BIMBO;Madalenas Vainilla Bimbo X 200g;$777;;;Precio regular: $3.885 x kg
VAUQUITA;Tableta Vauquita Light 22 Gr;$248,65;;;Precio regular: $1.130,23 x 100 gr.
MOGUL;Gomitas Mogul Frutillas Acidas X500gr;$2.744;;;Precio regular: $5.488 x kg
PEHUAMAR;Mani Pehuamar C/piel 150g;$916;;;Precio regular: $6.106,67 x kg
ARCOR;Cereales Guardianes Cocodrilo X145g;$468;;;Precio regular: $3.342,86 x kg
GALLO;Risotto Gallo 4 Quesos X240g;$1.895;;;Precio regular: $7.895,83 x kg
JUMBO MP;Té Negro Jumbo - 100 Saquitos;$617,5;;;Precio regular: $3.087,5 x kg
KANSAS;Ketchup Kansas 465gr;$1.558,96;;;Precio regular: $3.352,6 x kg
DON SATUR;Budin Don Satur Vainilla X190gr;$426;$710;-40%;Precio regular: $3.736,84 x kg
KNORR;Caldo Knorr De Verduras X 6 Cubos;$366;;;Precio regular: $6.421,05 x kg
CUISINE & CO NBE MP;Galletitas Mini Marineras Con Semillas 2;$479,56;;;Precio regular: $2.179,82 x kg
TARAGUI;Té Taragui Internacional 25 Saquitos;$783,08;;;Precio regular: $1.566,16 x 100 gr.
ROSAMONTE;Yerba Rosamonte 55edicion 1kg;$3.312,13;;;Precio regular: $3.312,13 x kg
DANICA;Ketchup Danica X220g;$377,23;;;Precio regular: $1.714,68 x kg
SANTA MARIA;Galletitas Santa María Marmoladas 200 Gr;$1.040;;;Precio regular: $5.200 x kg
ARCOR;Mermelada Arcor Light +f Ciruela X390g;$945;;;Precio regular: $2.423,08 x kg
CABRALES;Capulas Cabrales Colombia X55g;$4.980,66;;;Precio regular: $90.557,45 x kg
BIMBO;Budin Bimbo Marmolado X170g;$411,6;$686;-40%;Precio regular: $4.035,29 x kg
OLIOVITA;Aceite De Oliva Oliovita Mediterráneo 500 Ml;$6.955,69;;;Precio regular: $13.911,38 x lt
Nuestros Sabores;Chips De Papa C/sal Mar Nuestros Sabores;$962;;;Precio regular: $1.202,5 x kg
CBSE;Yerba Mate Cbsé Guaraná X500g;$1.555,85;;;Precio regular: $3.111,7 x kg
DOS HERMANOS;Galletas De Arroz Dos Hermanos Sin Sal 120 Gr;$440,29;;;Precio regular: $3.669,08 x kg
LASFOR;Granola Lasfor Almendras Y Pasas X350gr;$2.344,94;;;Precio regular: $6.699,83 x kg
ARCOR;Caramelos Butter Toffees Chocolate 140g;$1.003;;;Precio regular: $7.164,29 x kg
ARCOR;Gomitas Mogul Conitos Yogus 500g;$2.252;;;Precio regular: $4.504 x kg
LA CAMPAGNOLA;Mayonesa La Campagnola X500gr;$816;;;Precio regular: $1.632 x kg
CADBURY;Chocolate Con Almendras Cadbury 82g;$1.199;;;Precio regular: $14.621,95 x kg
EQUALSWEET;Endulzante Equalsweet En Polvo Sobres 80 Gr;$1.816,62;;;Precio regular: $22.707,75 x kg
LA CAMPAGNOLA;Pimenton La Campagnola X48g;$662;;;Precio regular: $1.379,17 x 100 gr.
SCOTTI;Arroz Scotti Carnaroli 500 Gr;$6.109;;;Precio regular: $12.218 x kg
OLIOVITA;Aceite De Oliva Oliovita Clasica 1 L;$16.980,65;;;Precio regular: $16.980,65 x lt
BON O BON;Superbolls Bon O Bon X80g;$1.500;2x1;Llevando 2: $750.00 c/u;Precio regular: $18.750 x kg
ROSAMONTE;Yerba Mate Rosamonte Con Palo Paquete 1 Kg;$2.856;;;Precio regular: $2.856 x kg
NESCAFE;Nescafé® Dolca Cookies & Cream X 125gr;$992,39;2do al 70%;Llevando 2: $645,05 c/u;Precio regular: $7.939,12 x kg
PASEO;Galletitas Paseo Crackers Zapallo 150 Gr;$395;;;Precio regular: $2.633,33 x kg
BAMBOO;Pochoclo Orgánico Sal Marina Bamboo 60g;$632,32;;;Precio regular: $1.053,87 x kg
CRUZ DE MALTA;Cruz De Malta Selección X 1kg;$3.350;;;Precio regular: $3.350 x kg
EL BROCAL;Mermelada El Brocal Naranja 420 Gr;$3.118,96;;;Precio regular: $7.426,1 x kg
ROYAL;Flan Royal Vainilla 60g;$295;;;Precio regular: $1.843,75 x 100 gr.
NUCETE;Aceite Nucete Rocio Vegetal De Oliva 120 Gr;$2.266,95;;;Precio regular: $18.891,25 x kg
TARAGUI;Té Taragui Boldo 25 Saquitos;$477;;;Precio regular: $1.272 x 100 gr.
CUISINE & CO NBE MP;Budin Marmolado 170gr Cuisine&co;$535,39;$892,32;-40%;Precio regular: $5.248,94 x kg
ALICANTE;Condimento Alicante Pizza X50gr;$973;;;Precio regular: $1.946 x 100 gr.
ARCOR;Salsa Arcor Rosa X340g;$466;;;Precio regular: $1.370,59 x kg
OLIOVITA;Aceite De Oliva Oliovita Gourmet X500ml;$9.542,94;;;Precio regular: $19.085,88 x lt
AGUILA;Aguila Baño De Reposteria Sin Amargo150g;$733;;;Precio regular: $4.886,67 x kg
NESTLE;Nestlé® Diplomata Chocolate Con Castañas X 80 Gr;$592,94;$741,18;-20%;Precio regular: $9.264,75 x kg
NESTLE;Nestlé® Classic Duo Chocolate X 80gr;$706,34;$882,92;-20%;Precio regular: $11.036,5 x kg
BON O BON;Barra De Mani Bon O Bon Postre X95g;$1.121;;;Precio regular: $11.800 x kg
LA PARMESANA;Esencia De Vainilla La Parmesana 110 Ml;$430,76;;;Precio regular: $3.916 x lt
BARILOCHE;Turron Bariloche Mani Crocante Tableta 100 Gr;$862;2x1;Llevando 2: $431.00 c/u;Precio regular: $8.620 x kg
ARCOR;Garrapiñadas Arcor De Almendra Paquete 80 Gr;$2.419;2x1;Llevando 2: $1209.50 c/u;Precio regular: $24.190 x kg
ARLISTAN;Café Arlistan Suave Mas Aroma X170g;$3.876;;;Precio regular: $22.800 x kg
BIMBO;Madalenas Chocolate Rellenas Con Ddl Bimbo | 180g;$777;;;Precio regular: $4.089,47 x kg
EXQUISITA;Gelatina Exquisita Light Frutilla 25gr;$208,39;;;Precio regular: $833,56 x 100 gr.
BAMBOO;Pochoclo Sweet & Salty Bamboo 80g;$632,32;;;Precio regular: $790,4 x kg
CRAZY;Chupetin Crazy Pop Frutilla X 12 Gr;$442;;;Precio regular: $3.683,33 x 100 gr.
TRIO;Pepas Alemanas Trio 300gr;$794,92;;;Precio regular: $2.649,73 x kg
GEORGALOS;Flynn Bolsa Surtida 128 Grs;$472,61;;;Precio regular: $3.692,27 x kg
NIDINA;Nidina® 2 Leche En Polvo X 800gr;$7.558,39;;;Precio regular: $9.447,99 x kg
DOS ANCLAS;Pimienta Negra Dos Anclas En Grano 50 Gr;$1.267;;;Precio regular: $2.534 x 100 gr.
HELLMANN´S;Aderezo Hellmanns Vegana X500g;$816;;;Precio regular: $1.632 x kg
MANI KING;Mani King Chef Sabor Limon Y Pimienta X80gr;$306,63;$471,74;-35%;Precio regular: $5.896,75 x kg
TRIX;Trix® Cereal X 230gr;$1.263,32;;;Precio regular: $5.492,7 x kg
PATAGONIA BERRIES;Dulce Patagonia Berries Frutilla 350 Gr;$2.250,76;$3.462,7;-35%;Precio regular: $9.893,43 x kg
DON VICENTE;Fideos Don Vicente Tallarín X500g;$1.683;;;Precio regular: $3.366 x kg
LA PARMESANA;Salsa De Soja La Parmesana 300 Gr;$1.077,88;;;Precio regular: $3.592,93 x kg
Crisppino;Snack Crisppino Mini Oliva Y Hierbas Bolsa X 50gr;$401,77;;;Precio regular: $803,54 x 100 gr.
CUISINE & CO NBE MP;Anillitos Frutales 200gr Cuisine&co S/tacc;$755,96;;;Precio regular: $3.779,8 x kg
AMANDA;Yerba Amanda Con Palo;$1.384;;;Precio regular: $2.768 x kg
LASFOR;Almohaditas Lasfor Crema Frutilla 200 Grs;$1.102,77;;;Precio regular: $5.513,85 x kg
SNUKS;Almohaditas Snuks Rellenas Avellana X240gr;$1.560;;;Precio regular: $6.500 x kg
GEORGALOS;Postre Nucrem Georgalos - 84 Gr;$505;-15%;$595;Precio regular: $7.083,33 x kg
FRUTTY;Snack Frutty Manzana Roja Deshidratada X18g;$277,35;;;Precio regular: $1.540,83 x 100 gr.
BONAFIDE;Turron De Maní Bonafide Crocante X100 Grs;$711;2x1;Llevando 2: $355.50 c/u;Precio regular: $7.110 x kg
MANTECADAS;Galletitas Mini Mantecadas 170 Grs;$533,89;;;Precio regular: $3.140,53 x kg
MILKA;Chocolate Con Castañas Milka 155g;$2.272;;;Precio regular: $14.658,06 x kg
CUISINE & CO NBE MP;Aceite De Oliva Organico 250ml Cuisine & Co;$6.629,72;;;Precio regular: $26.518,88 x lt
LA BLANCA;Paté La Blanca 90 Gr;$278;;;Precio regular: $3.088,89 x kg
CUISINE & CO NBE MP;Sopa Instantánea Sabor Carne 65 Gr C&co;$1.341;;;Precio regular: $20.630,77 x kg
FLYNN PAFF;Gomitas Flynn Paff Tutti Frutti;$182,83;;;Precio regular: $609,43 x 100 gr.
CACHAFAZ;Alfajores Chocolate Blanco Cachafaz 6 Unidades 360 Gr;$5.864;;;Precio regular: $16.288,89 x kg
KELLOGG´S;Cereal Kellogs Choco Krispis 240g;$1.620,69;;;Precio regular: $6.752,88 x kg
BON O BON;Obleas Bon O Bon Bañadas En Chocolate Blanco 30 Gr;$443;;;Precio regular: $1.476,67 x 100 gr.
CUISINE & CO NBE MP;Yerba Mate Con Hierbas C&co 0,5kg;$1.269,36;;;Precio regular: $2.538,72 x kg
KNORR;Salsa De Tomate Deshidratado Knorr X60g;$488;;;Precio regular: $8.133,33 x kg
ALICANTE;Laurel Alicante Hoja X10g;$864;;;Precio regular: $8.640 x 100 gr.
LA LECHERA;La Lechera® Nutrifuerza X 400gr;$2.064,66;$2.580,83;-20%;Precio regular: $6.452,08 x kg
PATAGONIA BERRIES;Dulce Patagonia Berries Frutos Del Bosque 350 Gr;$2.866,19;$4.409,53;-35%;Precio regular: $12.598,66 x kg
AGUILA;Relleno Aguila Nut Avellanas 290g;$1.492;;;Precio regular: $5.144,83 x kg
LA VIRGINIA;Saborizador Alicante Panceta Y Hierb 4s;$721;;;Precio regular: $180,25 x un
DONUTS;Galletitas Donuts Choco Blanco X52g;$757;;;Precio regular: $14.557,69 x kg
GREEN HILLS;Te Green Hills Frutilla X20 Saquitos;$996;;;Precio regular: $2.490 x 100 gr.
VAUQUITA;Tableta Vauquita Light 4 U;$999,52;;;Precio regular: $11.358,18 x kg
